@RELATION or

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE class {1.0,0.0}

@DATA
0.94807788,-0.98466193,0.0
1.1802246,-0.92844426,0.0
0.99138748,-0.92757973,0.0
1.038061,-1.0086046,0.0
0.96520745,-0.83518636,0.0
1.050733,-0.98149722,0.0
0.87778325,-1.0402985,0.0
1.0021564,-0.98947772,0.0
0.91142917,-1.061597,0.0
0.98083772,-0.93124694,0.0
1.0689515,-0.84432472,0.0
1.1959332,-0.89599138,0.0
0.95479586,-0.97517384,0.0
1.0533255,-1.1360804,0.0
0.95429446,-1.0636672,0.0
1.0089446,-0.95969557,0.0
1.2782586,-1.00766,0.0
1.0181329,-0.86175642,0.0
0.94030548,-0.93391439,0.0
1.1002224,-1.1433694,0.0
1.0924812,-0.93670241,0.0
0.84783205,-0.93313905,0.0
0.93599147,-0.82492998,0.0
0.95519848,-0.99146743,0.0
0.97463333,-0.97369847,0.0
1.0104909,-1.1575409,0.0
0.94396383,-1.0460339,0.0
1.0433442,-1.1493549,0.0
1.0470756,-1.0147965,0.0
0.91574295,-1.0779476,0.0
1.0375919,-1.1288077,0.0
0.88781435,-1.0004485,0.0
1.082489,-1.08407,0.0
0.97861532,-0.87322188,0.0
1.0720025,-0.77726165,0.0
0.90065317,-0.9847338,0.0
1.0781865,-0.97177397,0.0
0.97237328,-1.1958345,0.0
0.99273587,-0.85026059,0.0
0.97282763,-1.0623826,0.0
1.0671241,-0.96091014,0.0
1.180272,-1.0201298,0.0
1.0896099,-0.9656438,0.0
1.002945,-1.0086392,0.0
0.92524238,-0.98693078,0.0
1.0084047,-1.1064057,0.0
0.90023804,-0.98673052,0.0
0.99126428,-1.148837,0.0
1.0942073,-1.0108567,0.0
0.99125015,-0.98174104,0.0
1.1192776,-1.0278446,0.0
0.95018318,-0.96742805,0.0
1.0437546,-0.91150047,0.0
1.0330044,-1.1593999,0.0
0.85998581,-1.1455361,0.0
0.94781189,-1.0619776,0.0
1.1004918,-0.95717923,0.0
0.88622106,-0.96542968,0.0
0.9846752,-1.0355341,0.0
0.90257507,-0.94198952,0.0
0.90204988,-0.79212277,0.0
0.90785479,-1.1079049,0.0
1.0823138,-1.0846085,0.0
1.0006565,-1.1829996,0.0
1.0374133,-0.98663893,0.0
0.94448048,-0.92052065,0.0
0.98753615,-1.0371501,0.0
1.0836974,-0.89099509,0.0
0.87125238,-1.0231561,0.0
0.92414872,-0.97562956,0.0
1.1020577,-0.89861166,0.0
1.1694427,-0.9412087,0.0
0.91368117,-0.96843149,0.0
1.0439281,-0.85735233,0.0
0.8753122,-1.0914059,0.0
1.0657702,-1.0464748,0.0
1.0133128,-0.97037992,0.0
0.89862099,-1.0357043,0.0
1.0508967,-1.0563857,0.0
1.1264501,-0.9279618,0.0
0.9842395,-1.0507635,0.0
0.91013688,-0.96049385,0.0
0.88820337,-1.0183371,0.0
0.87581166,-1.0435802,0.0
1.0398455,-0.95427458,0.0
1.0339393,-0.97089017,0.0
0.92164229,-1.1973707,0.0
1.0754029,-1.0339057,0.0
0.89344163,-1.1078613,0.0
1.1487363,-0.98881043,0.0
0.78722676,-1.0717465,0.0
0.97262256,-1.0014159,0.0
1.075331,-0.8746422,0.0
1.0012275,-0.82982472,0.0
1.004907,-0.92014541,0.0
0.94914798,-1.159812,0.0
1.1965258,-0.85328013,0.0
0.95396649,-0.89249284,0.0
1.0697998,-0.97465619,0.0
1.1211257,-0.75695278,0.0
0.96602409,-1.0460952,0.0
1.1448646,-0.82063168,0.0
1.0443911,-1.1106499,0.0
0.85121976,-1.0397232,0.0
0.95287243,-1.1172554,0.0
0.98547849,-0.94373857,0.0
1.0637923,-0.96360574,0.0
1.0712707,-1.0651218,0.0
1.0697064,-1.1406971,0.0
0.85530012,-1.2697614,0.0
0.84742479,-1.0953621,0.0
1.1345512,-1.1434529,0.0
1.0823447,-0.93389166,0.0
1.0412185,-0.89225723,0.0
1.154619,-1.2002163,0.0
1.1846949,-1.1747388,0.0
0.9227704,-1.0478948,0.0
1.0041903,-0.90526627,0.0
1.0431067,-0.87468018,0.0
1.0120365,-0.85295269,0.0
1.0202805,-1.039639,0.0
1.0194155,-1.0657614,0.0
1.1086571,-1.1033756,0.0
0.72512764,-0.944907,0.0
0.99941082,-0.92352011,0.0
0.9749567,-1.1530145,0.0
0.9531296,-1.0139827,0.0
1.0144009,-1.0531308,0.0
1.0534211,-0.93978415,0.0
0.97150596,-0.88561108,0.0
1.0018134,-0.88004877,0.0
0.83500822,-0.95125093,0.0
0.88857091,-1.0418718,0.0
0.96266893,-1.0477656,0.0
0.9829619,-1.1174335,0.0
0.89330229,-0.88356522,0.0
0.88193557,-1.0898358,0.0
1.0612917,-1.1947341,0.0
1.0134829,-1.0827012,0.0
1.1376903,-0.85489444,0.0
1.0545739,-0.97471685,0.0
0.88343641,-1.0366758,0.0
0.77814267,-0.97957021,0.0
1.0139237,-0.96115608,0.0
0.97728584,-0.95620531,0.0
1.055456,-1.0180282,0.0
1.0913972,-0.77155774,0.0
0.97998166,-0.89417668,0.0
1.0148787,-1.2476947,0.0
0.92786425,-1.0951413,0.0
1.1201293,-1.0032491,0.0
1.0051885,-0.95028219,0.0
0.94674108,-1.0284751,0.0
0.95425465,-1.0045865,0.0
1.1818273,-1.0324915,0.0
1.0507959,-1.1316366,0.0
1.042044,-0.78702386,0.0
1.0336928,-1.0196123,0.0
1.045433,-0.76753423,0.0
1.0472254,-1.0890219,0.0
1.0006376,-1.0257185,0.0
1.1711591,-1.1308841,0.0
0.9760571,-1.0855604,0.0
0.91565619,-0.90979623,0.0
0.95872487,-0.9244235,0.0
1.1182966,-1.0875472,0.0
1.0781521,-0.98490396,0.0
1.1171962,-1.0440395,0.0
0.97858471,-0.9172354,0.0
1.0150937,-1.0769325,0.0
0.81856902,-0.8444224,0.0
1.0945597,-1.1550351,0.0
0.98925128,-0.9709254,0.0
1.0056039,-1.1513025,0.0
1.1013495,-1.0725654,0.0
0.97266274,-1.1075609,0.0
1.0430841,-0.84511824,0.0
0.92821521,-1.0162521,0.0
0.94681606,-0.96741792,0.0
